Date,RELIANCE.NS,TCS.NS,INFY.NS
2018-04-16,413.92401123046875,1308.9183349609375,455.280029296875
2018-04-17,417.1044921875,1300.2752685546875,452.0659484863281
2018-04-18,414.34368896484375,1297.1956787109375,452.36724853515625
2018-04-19,416.2431945800781,1310.35595703125,455.1395263671875
2018-04-20,409.8822021484375,1397.1201171875,473.4599609375
2018-04-23,413.46026611328125,1399.6658935546875,477.1763000488281
2018-04-24,428.50115966796875,1390.22216796875,463.83770751953125
2018-04-25,428.70001220703125,1424.96044921875,466.1880798339844
2018-04-26,430.8423156738281,1453.2933349609375,472.6565246582031
2018-04-27,440.09661865234375,1417.44580078125,476.1719970703125
2018-04-30,425.5195007324219,1450.3572998046875,481.9170227050781
2018-05-02,429.6717529296875,1437.07373046875,480.9327392578125
2018-05-03,424.7685852050781,1429.723876953125,475.1072998046875
2018-05-04,421.3893737792969,1429.2718505859375,471.3105163574219
2018-05-07,428.92083740234375,1404.716552734375,475.2879943847656
2018-05-08,427.1980895996094,1413.03173828125,468.2773132324219
2018-05-09,431.4386901855469,1432.7825927734375,470.34619140625
2018-05-10,433.40435791015625,1417.1583251953125,469.261474609375
2018-05-11,436.98248291015625,1419.4989013671875,474.384033203125
2018-05-14,435.81182861328125,1409.8907470703125,477.81915283203125
2018-05-15,432.43255615234375,1429.949462890625,479.9284362792969
2018-05-16,422.361083984375,1434.67138671875,478.0802307128906
2018-05-17,417.5904235839844,1433.8092041015625,475.24798583984375
2018-05-18,412.510498046875,1438.0186767578125,475.3683166503906
